"istart","istop","cstart","cstop","tstart","tstop","ed_rec","ed_rec_err","ampl_rec","dur","total_n_valid_data_points","ID","qcs","tstamp","dur_detrend","real"
10038,10041,435249,435252,1831.96840458339,1831.97257122875,18.3282668360281,1.67686723096309,0.059967776804177,0.004166645360783,16251,229644973,19,"01_12_2021_17_09_00",15.630831757,1
8050,8062,498192,498204,1919.38834597678,1919.40501243329,44.0796536526683,3.11967681663003,0.068708106944397,0.016666456510848,13144,229644973,22,"01_12_2021_17_09_05",17.414017468,1
8229,8236,433412,433419,1829.41702849023,1829.42675066746,32.7959491219296,2.92627785996586,0.070238313039407,0.009722177221647,16251,229644973,19,"01_12_2021_17_09_00",15.630831757,1
9270,9274,417219,417223,1806.92677347809,1806.9323290352,22.9012628890797,1.94657440340729,0.072457195872457,0.00555555711253,13940,229644973,18,"01_12_2021_17_08_50",17.699450427,1
9617,9620,499771,499774,1921.58137451687,1921.58554113348,20.6667843897813,1.45791268327267,0.080198257768446,0.004166616607563,13144,229644973,22,"01_12_2021_17_09_05",17.414017468,1
6905,6910,493127,493132,1912.35371566971,1912.36066004004,29.1889922877661,2.05138915914506,0.084042879360414,0.006944370336441,13144,229644973,22,"01_12_2021_17_09_05",17.414017468,1
9296,9303,573745,573752,2024.32256902951,2024.33229128869,35.2249373968834,2.63272661479433,0.086081822194752,0.009722259171667,16932,229644973,26,"01_12_2021_17_09_04",22.615740097,1
8121,8143,416066,416088,1805.32538409046,1805.35593965693,93.1430450450273,5.07169668113016,0.089182917662516,0.03055556647405,13940,229644973,18,"01_12_2021_17_08_50",17.699450427,1
11328,11334,455421,455427,1859.98488027767,1859.99321352781,38.1546193735503,2.3653880724864,0.090403524779341,0.008333250145142,17625,229644973,20,"01_12_2021_17_08_49",21.402749191,1
1804,1815,465495,465506,1873.97640429851,1873.99168189592,52.3138491670909,3.34725272978993,0.093290107475094,0.015277597405429,17019,229644973,21,"01_12_2021_17_08_55",16.269224762,1
12136,12147,537337,537348,1973.75589491224,1973.77117260429,67.7038099129644,3.87981174732701,0.094216174292363,0.015277692046311,18209,229644973,24,"01_12_2021_17_08_54",20.327291194,1
4144,4147,567838,567841,2016.11836428315,2016.12253096415,21.8621501162668,1.67444342222694,0.098141622425239,0.004166680999788,16932,229644973,26,"01_12_2021_17_09_04",22.615740097,1
4323,4344,372430,372451,1744.71939819964,1744.74856516944,162.347437956685,5.45115658980629,0.130722565181624,0.029166969796734,15135,229644973,16,"01_12_2021_17_08_51",17.351890915,1
12272,12279,362603,362610,1731.07063424215,1731.08035657107,67.4921402002769,2.5110109184349,0.145395906994905,0.009722328920589,15626,229644973,15,"01_12_2021_17_08_47",16.965509594,1
5491,5496,448409,448414,1850.24607174361,1850.25301613504,47.5271984554573,1.90983433282053,0.158997133366367,0.006944391434217,17625,229644973,20,"01_12_2021_17_08_49",21.402749191,1
12152,12161,362483,362492,1730.90396574936,1730.91646588613,67.3194599858544,2.84926237157142,0.160987999477559,0.012500136768267,15626,229644973,15,"01_12_2021_17_08_47",16.965509594,1
17788,17795,543050,543057,1981.69058617578,1981.70030838232,52.9600676539261,2.35208834221158,0.164066476135693,0.009722206543302,18209,229644973,24,"01_12_2021_17_08_54",20.327291194,1
6937,6963,493159,493185,1912.39815963963,1912.43427036469,288.320867410635,4.37136343499637,0.2067676923851,0.036110725060098,13144,229644973,22,"01_12_2021_17_09_05",17.414017468,1
12762,12770,456868,456876,1861.99458252039,1862.00569352154,79.9746179446439,2.26252675501666,0.233262569819331,0.011111001154632,17625,229644973,20,"01_12_2021_17_08_49",21.402749191,1
656,677,464326,464347,1872.35281246989,1872.38197878808,137.809772858918,2.06206411305397,0.421632758731831,0.029166318189709,17019,229644973,21,"01_12_2021_17_08_55",16.269224762,1
4300,4364,468020,468084,1877.48330785414,1877.57219572122,3917.87267908583,3.13023248912029,4.99829309561541,0.0888878670753,17019,229644973,21,"01_12_2021_17_08_55",16.269224762,1
1809,1815,388677,388683,1767.2849061474,1767.29323954124,19.2050468171727,2.06095895124083,0.040374457684124,0.0083333938328,12700,229644973,17,"01_12_2021_17_09_08",17.766125932,0
,,,,,,,,,,12260,229644973,23,"01_12_2021_17_08_55",13.005458657,
,,,,,,,,,,18209,229876034,24,"01_12_2021_17_04_04",18.869331891,
2091,2118,370180,370207,1741.5933818022,1741.63088183358,788.1390414993,0.956402300736551,1.46042694403443,0.037500031375657,14650,230120143,16,"01_12_2021_17_05_05",15.908591995,"REDO! Has a big secondary?"
14133,14165,365044,365076,1734.46004192835,1734.50448641614,201.504244593214,2.24892788338689,0.125337296053827,0.044444487794181,14950,230120143,15,"01_12_2021_17_04_55",21.343846279,1
346,349,368418,368421,1739.14615916778,1739.1503258324,4.32826337829849,0.569840889180427,0.014167808781064,0.004166664616605,14650,230120143,16,"01_12_2021_17_05_05",15.908591995,1
1761,1765,464865,464869,1873.10164965853,1873.10720525612,5.53700921558846,0.673608833024466,0.015326840757661,0.005555597592775,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
6534,6538,355042,355046,1720.56839527362,1720.5739508164,6.39291522690577,0.877294182101029,0.015702290798443,0.005555542776619,14950,230120143,15,"01_12_2021_17_04_55",21.343846279,1
2195,2198,465305,465308,1873.7127654203,1873.71693211883,4.77994487799721,0.664643105782709,0.015770100099884,0.004166698528024,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
4045,4049,510788,510792,1936.88368271349,1936.88923824103,6.21653107608265,0.742498441747991,0.015845820129096,0.00555552753849,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
13779,13782,478002,478005,1891.34760090428,1891.35176759091,5.29971382212116,0.744282670326118,0.016467790181473,0.004166686629105,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
9414,9419,519268,519273,1948.66137614784,1948.66832053677,7.40108539059753,0.790737764422474,0.016803401547913,0.006944388934699,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
5700,5709,550228,550237,1991.66088457319,1991.6733844139,12.9382901044795,1.2091498599718,0.016832378928174,0.01249984071319,17238,230120143,25,"01_12_2021_17_05_17",22.78788956,1
1760,1763,407472,407475,1793.38819653356,1793.39236324384,4.56196876260531,0.626483971105134,0.017375758198322,0.004166710282334,12595,230120143,18,"01_12_2021_17_04_58",22.573798838,1
557,560,838064,838067,2391.43248164761,2391.43664825046,5.03243902523892,0.592854421262797,0.017429384511816,0.004166602840542,19603,230120143,40,"01_12_2021_17_05_03",23.137807937,1
4527,4531,549048,549052,1990.02201683696,1990.02757231993,7.17647896972912,0.882526167020026,0.017816016623144,0.005555482973705,17238,230120143,25,"01_12_2021_17_05_17",22.78788956,1
5918,5922,334260,334264,1691.70467928103,1691.71023478934,7.29800537393429,0.846857219577269,0.01796070119503,0.005555508309953,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
13715,13718,342849,342852,1703.63375361426,1703.63792025266,5.13724737558475,0.594618944397743,0.018691011525712,0.004166638406332,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
13549,13558,383815,383824,1760.5309535312,1760.54345361353,16.4482895467371,1.53847332195288,0.019037792124316,0.012500082326369,14650,230120143,16,"01_12_2021_17_05_05",15.908591995,1
13704,13707,559345,559348,2004.32321155322,2004.32737816496,4.99292308341706,0.667869542326194,0.019070090040161,0.004166611731307,17238,230120143,25,"01_12_2021_17_05_17",22.78788956,1
9070,9081,337461,337472,1696.15048043535,1696.16575812402,17.3488126599259,1.19496627069594,0.019231952209306,0.015277688667993,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
1877,1880,330158,330161,1686.0075121133,1686.01167873506,5.77612747636349,0.637482655359826,0.019276687119129,0.004166621757577,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
10314,10319,401129,401134,1784.57837724495,1784.58532176112,8.76276364572502,0.943068861893044,0.01942734314971,0.006944516169142,11149,230120143,17,"01_12_2021_17_05_14",11.595467493,1
454,457,424352,424355,1816.83293538485,1816.83710209958,5.65762212447608,0.492398095532013,0.019903353775176,0.004166714729763,15580,230120143,19,"01_12_2021_17_05_11",21.722319179,1
13074,13080,577600,577606,2029.6770403572,2029.68537358975,9.79379543391681,1.2109667580242,0.020015034847416,0.008333232548011,16933,230120143,26,"01_12_2021_17_05_13",20.016147374,1
7699,7702,552288,552292,1994.52196019616,1994.52751568498,8.91223145770832,1.04185536068342,0.020733266757812,0.00555548882221,17238,230120143,25,"01_12_2021_17_05_17",22.78788956,1
13392,13395,577919,577922,2030.12009058642,2030.1242572033,5.43034268356962,0.494947649762074,0.020878881489338,0.004166616884959,16933,230120143,26,"01_12_2021_17_05_13",20.016147374,1
10600,10610,474780,474790,1886.87257978691,1886.88646873863,18.6137196771961,0.947209519443908,0.020915268426559,0.013888951725448,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
2304,2309,565953,565959,2013.5008636301,2013.50919684679,10.8454160271592,1.36697171148744,0.021141007761056,0.008333216686879,16933,230120143,26,"01_12_2021_17_05_13",20.016147374,1
15305,15309,344442,344446,1705.84623969711,1705.85179522055,7.97697649088232,0.713257331942082,0.021441328636877,0.005555523443491,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
14797,14803,440386,440392,1839.10266948537,1839.11100293346,10.4678738170821,1.01461302552135,0.023253947274601,0.008333448085523,15580,230120143,19,"01_12_2021_17_05_11",21.722319179,1
9788,9791,847310,847313,2404.27399684081,2404.27816345305,7.25391284484046,0.673453646010348,0.023897474275992,0.004166612241534,19603,230120143,40,"01_12_2021_17_05_03",23.137807937,1
15192,15203,344329,344340,1705.68929616625,1705.70457385457,17.8648135703832,1.12946219032084,0.024395240760861,0.015277688319657,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
4862,4865,511605,511608,1938.01839922406,1938.02256586983,5.7563208058503,0.580021177139895,0.024473404037908,0.004166645770056,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
2726,2735,389605,389621,1768.57268019998,1768.5949025728,27.1083535467953,1.66481221488184,0.024567342920759,0.022222372823535,11149,230120143,17,"01_12_2021_17_05_14",11.595467493,1
5240,5244,842762,842766,2397.95739875249,2397.96295424545,8.50795348214945,0.6961229355385,0.024764491147922,0.005555492961321,19603,230120143,40,"01_12_2021_17_05_03",23.137807937,1
13992,13995,478222,478225,1891.65315791958,1891.65732460615,6.07596250702238,0.667393422421411,0.02479103629503,0.00416668657067,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
16054,16069,580625,580642,2033.8783814917,2033.90199235321,27.6639260247235,1.54280028244401,0.025065978608224,0.023610861507677,16933,230120143,26,"01_12_2021_17_05_13",20.016147374,1
10862,10867,849056,849061,2406.69896228559,2406.70590664157,10.1661438741833,0.890214599094346,0.02540771907687,0.006944355985524,19603,230120143,40,"01_12_2021_17_05_03",23.137807937,1
6267,6273,397053,397059,1778.91721453519,1778.92554793389,8.88005272792841,0.730285362074141,0.025553774982082,0.008333398694504,11149,230120143,17,"01_12_2021_17_05_14",11.595467493,1
5916,5919,469060,469063,1878.92808362206,1878.93225032123,6.75005910866246,0.736541136404652,0.025601881921402,0.004166699168763,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
6095,6100,449022,449027,1851.09725967613,1851.10420420542,9.87567896965222,0.705745216990403,0.025871211969514,0.00694452929838,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
5561,5572,512306,512317,1938.9920054775,1939.0072831794,18.977529925737,1.12327381648026,0.026097358460436,0.015277701894775,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
11246,11258,521120,521132,1951.23357799644,1951.25024453243,22.9796411093337,1.23412881236093,0.026103773558785,0.016666535990908,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
1838,1842,507909,507913,1932.88509198048,1932.89064750744,8.46593445131529,0.674180847855393,0.026197172165289,0.005555526958688,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
10811,10814,520685,520688,1950.62941607979,1950.63358271363,6.62477340809528,0.560364051963526,0.026553894140557,0.004166633837258,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
1737,1743,330018,330024,1685.81306977214,1685.82140301502,9.73009766359898,0.900453742137241,0.026682417173748,0.008333242876233,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
3368,3372,409088,409092,1795.63266544168,1795.63822106014,6.47706174110537,0.498484623570703,0.027100616531802,0.005555618462495,12595,230120143,18,"01_12_2021_17_04_58",22.573798838,1
1783,1788,330064,330069,1685.87695796831,1685.88390233755,10.8466680022366,0.854854680358137,0.02736144032005,0.006944369247776,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
6438,6444,334804,334810,1692.46022854361,1692.46856180901,10.3473988751141,0.933992739153634,0.027547435466469,0.008333265403053,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
11861,11867,340968,340974,1701.02127276832,1701.029606036,10.7419658380017,0.839228024953699,0.027741768410063,0.008333267673606,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
2859,2874,370949,370964,1742.6614385307,1742.6822718926,22.4074558698514,1.34892345154658,0.02807377487397,0.020833361907535,14650,230120143,16,"01_12_2021_17_05_05",15.908591995,1
15574,15580,540804,540810,1978.572165966,1978.58049920159,11.5904585547685,0.855721146843102,0.028078400668692,0.008333235590044,18209,230120143,24,"01_12_2021_17_05_07",21.876106551,1
9222,9231,846744,846753,2403.48789502501,2403.50039488717,16.9872773708512,1.18481051936835,0.028459737204686,0.012499862160439,19603,230120143,40,"01_12_2021_17_05_03",23.137807937,1
5070,5079,373187,373196,1745.76977846945,1745.78227850562,17.3794814252054,0.968946380412625,0.02915055946349,0.01250003616633,14650,230120143,16,"01_12_2021_17_05_05",15.908591995,1
5595,5600,411315,411320,1798.7257578342,1798.73270236567,11.3419391420917,0.775610716309262,0.029873641560801,0.006944531475256,12595,230120143,18,"01_12_2021_17_04_58",22.573798838,1
9521,9529,453599,453607,1857.45427824604,1857.46538946201,15.1915595426714,1.05763064273001,0.02988372468177,0.011111215970004,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
11693,11699,475909,475915,1888.44064261189,1888.44897598451,9.50461791427321,0.791529489590544,0.030218453514216,0.008333372618154,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
3502,3506,466615,466619,1875.53222387879,1875.53777947737,8.36111261130203,0.68334912852494,0.030431198080444,0.005555598582305,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
13110,13114,851304,851308,2409.821148778,2409.82670427526,10.8296190097249,0.819588355243213,0.030765978470276,0.005555497267324,19603,230120143,40,"01_12_2021_17_05_03",23.137807937,1
13322,13325,438907,438910,1837.04847511158,1837.05264183346,6.65074707935133,0.574664689430544,0.030836001642389,0.004166721874299,15580,230120143,19,"01_12_2021_17_05_11",21.722319179,1
11649,11661,536847,536860,1973.0763993352,1973.0944546636,21.257919195748,1.21132728186462,0.031119568103843,0.018055328395803,18209,230120143,24,"01_12_2021_17_05_07",21.876106551,1
551,569,506619,506637,1931.09343463973,1931.11843450766,31.714701624514,1.79417936438431,0.032650631890584,0.024999867930092,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
12693,12697,577211,577215,2029.13676916241,2029.1423246498,9.0596522699241,0.800840012030356,0.032781472229967,0.005555487395895,16933,230120143,26,"01_12_2021_17_05_13",20.016147374,1
9636,9640,534813,534817,1970.2514360747,1970.25699155479,9.26912783781968,0.772896936651748,0.032911967645758,0.005555480089242,18209,230120143,24,"01_12_2021_17_05_07",21.876106551,1
11767,11772,849961,849966,2407.955891507,2407.96283587108,10.996438514532,0.956144624579326,0.033006555135553,0.006944364076844,19603,230120143,40,"01_12_2021_17_05_03",23.137807937,1
10279,10282,520153,520156,1949.89053303164,1949.8946996653,6.66737219911005,0.524243870856953,0.033513266048507,0.004166633663317,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
11038,11042,475234,475241,1887.50313822942,1887.51286049661,11.1387374675854,0.67515779894965,0.033726510509181,0.009722267191137,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
16937,16942,461077,461082,1867.84049498343,1867.84743950234,11.0443608730658,0.868620136388948,0.034046260797865,0.006944518909904,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
16609,16614,854812,854817,2414.69332458163,2414.70026896547,14.1702368827886,0.880253232068028,0.034756951769613,0.006944383839254,19603,230120143,40,"01_12_2021_17_05_03",23.137807937,1
14014,14022,539233,539241,1976.39024747411,1976.40135845134,14.312256522246,1.20528546515216,0.034915894273917,0.011110977235603,18209,230120143,24,"01_12_2021_17_05_07",21.876106551,1
8107,8119,517929,517942,1946.80166888685,1946.81972429606,27.148801761217,1.31465536784139,0.035572992678451,0.018055409203726,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
6968,6984,531424,531440,1965.54454235152,1965.56676435142,41.3295558040049,1.37930077171746,0.036272360983602,0.022221999902058,18209,230120143,24,"01_12_2021_17_05_07",21.876106551,1
15175,15190,540405,540420,1978.01800582383,1978.03883891101,32.7040438307918,1.28623868973426,0.036838814544564,0.020833087182609,18209,230120143,24,"01_12_2021_17_05_07",21.876106551,1
555,566,463639,463650,1871.39885924598,1871.41413713387,23.7458473324709,1.04535021639946,0.037139451580703,0.015277887891443,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
7304,7310,571039,571045,2020.56466125299,2020.57299448798,17.4942577759826,1.01134495370595,0.037791445645501,0.008333234993188,16933,230120143,26,"01_12_2021_17_05_13",20.016147374,1
4380,4384,467516,467520,1876.78362247969,1876.78917807845,10.8430719907043,0.733816296364605,0.040537351439728,0.005555598756246,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
10690,10698,380942,380950,1756.54065358574,1756.55176474785,17.5870292395136,0.741693112186809,0.041238678194563,0.011111162105408,14650,230120143,16,"01_12_2021_17_05_05",15.908591995,1
14661,14665,852856,852860,2411.97668273645,2411.98223823878,9.6250767392589,0.687074803677487,0.041478273998134,0.0055555023323,19603,230120143,40,"01_12_2021_17_05_03",23.137807937,1
4968,4974,391892,391898,1771.74909291641,1771.75742631836,16.6515814425873,1.04914404678866,0.04206158604847,0.008333401952768,11149,230120143,17,"01_12_2021_17_05_14",11.595467493,1
7541,7559,416172,416190,1805.47167598338,1805.49667626901,49.2261372282552,1.70028474762302,0.0425514411515,0.025000285630995,12595,230120143,18,"01_12_2021_17_04_58",22.573798838,1
2322,2328,508400,508406,1933.56703292273,1933.57536621334,14.8670372803965,0.912013852873348,0.043143692294613,0.008333290609698,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
1587,1605,329868,329886,1685.60473870907,1685.62973843572,56.3595147599764,1.81811997486831,0.044327148154555,0.024999726651004,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
17908,17921,543171,543184,1981.85962848798,1981.87768384367,27.1571660818564,1.35586151844068,0.044651578981886,0.018055355692468,18209,230120143,24,"01_12_2021_17_05_07",21.876106551,1
16180,16190,345340,345350,1707.09345509596,1707.10734391344,25.5390872107402,1.42885157946324,0.044731891206823,0.013888817484258,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
3703,3717,332018,332032,1688.59081890271,1688.61026315708,28.5333994863602,1.12039688849996,0.045003115825066,0.019444254372502,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
6877,6881,844399,844403,2400.23098495351,2400.23654044976,11.1521589056766,0.643421651259628,0.045783394445248,0.005555496250054,19603,230120143,40,"01_12_2021_17_05_03",23.137807937,1
12152,12155,557763,557766,2002.12601887714,2002.13018548668,10.0539173880957,0.496154312485028,0.046538131386484,0.004166609545791,17238,230120143,25,"01_12_2021_17_05_17",22.78788956,1
6791,6823,335169,335202,1692.96716892092,1693.01300189304,80.8236837126028,1.82673194336104,0.046577372160075,0.045832972115932,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
7002,7005,570728,570731,2020.13272194022,2020.13688855707,10.3209420307759,0.777910198810577,0.047605354756033,0.004166616841758,16933,230120143,26,"01_12_2021_17_05_13",20.016147374,1
15105,15113,459229,459237,1865.27380129079,1865.28491251736,18.2042397830495,0.871771344786885,0.048808560009307,0.011111226563799,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
6179,6182,512929,512932,1939.85727896204,1939.86144560798,9.62997268469682,0.603759361999716,0.049124425260505,0.004166645946043,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
12038,12044,476255,476261,1888.92120044018,1888.92953381303,16.4726422208705,0.858367702813657,0.051036804520249,0.008333372850984,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
520,524,443400,443404,1843.28883526219,1843.29439087801,9.47856029674864,0.535924606134553,0.051500278446054,0.005555615813591,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
4394,4408,391318,391332,1770.95186427915,1770.97130887656,33.5066110501537,1.39974020679226,0.052322452933133,0.019444597416623,11149,230120143,17,"01_12_2021_17_05_14",11.595467493,1
8551,8565,417183,417197,1806.87585904963,1806.89530372605,35.7200450206065,1.27192468282544,0.052735753601442,0.019444676423518,12595,230120143,18,"01_12_2021_17_04_58",22.573798838,1
1039,1048,387899,387908,1766.20322107996,1766.2157211498,24.3026828916954,0.769825174577743,0.053559237084561,0.012500069838097,11149,230120143,17,"01_12_2021_17_05_14",11.595467493,1
9361,9375,360224,360238,1727.76560254916,1727.78504694725,36.7156910222609,1.40929101789194,0.053762376875016,0.01944439808949,14950,230120143,15,"01_12_2021_17_04_55",21.343846279,1
5776,5781,530215,530220,1963.86539266014,1963.87233703374,21.2998946316837,0.929716479633567,0.05462833037397,0.006944373600163,18209,230120143,24,"01_12_2021_17_05_07",21.876106551,1
10822,10825,520696,520699,1950.64469373716,1950.648860371,9.97602489432423,0.508339887102375,0.055606507878451,0.004166633836121,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
8118,8126,571882,571890,2021.73548098154,2021.7465919642,19.5608627369589,1.01829806952045,0.055798932527696,0.01111098265983,16933,230120143,26,"01_12_2021_17_05_13",20.016147374,1
6043,6061,411771,411789,1799.35909919591,1799.38409951671,60.9222130212425,1.53369403010098,0.05734987551706,0.025000320802064,12595,230120143,18,"01_12_2021_17_04_58",22.573798838,1
270,278,443148,443156,1842.93883149123,1842.94994272135,24.6923677988751,0.718150966320464,0.05846222583486,0.011111230114239,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
361,364,424251,424254,1816.69265599271,1816.69682270722,11.4164259568727,0.501145254800806,0.058565883002138,0.004166714509438,15580,230120143,19,"01_12_2021_17_05_11",21.722319179,1
11669,11672,437230,437233,1834.71927812561,1834.7234448456,12.4939545950674,0.612964614163363,0.05915047017551,0.004166719983004,15580,230120143,19,"01_12_2021_17_05_11",21.722319179,1
3833,3840,332152,332159,1688.77692820099,1688.78665032885,17.9945497405109,0.83655917948473,0.059394233654481,0.009722127856548,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
43,64,423860,423881,1816.14959423805,1816.17876123725,69.7501937996446,1.27993570186431,0.060643850004245,0.029166999196377,15580,230120143,19,"01_12_2021_17_05_11",21.722319179,1
14813,14818,458937,458942,1864.86824152945,1864.8751860458,21.0921848873461,0.699125494090009,0.061137281736015,0.006944516347403,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
2538,2548,465650,465660,1874.1919357582,1874.20582475378,22.6251585345377,1.00407025778848,0.061220001772036,0.013888995579237,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
3386,3391,409106,409111,1795.65766572488,1795.66461024803,15.0364387703489,0.618137420585414,0.061713586905449,0.00694452315156,12595,230120143,18,"01_12_2021_17_04_58",22.573798838,1
14215,14227,343349,343361,1704.32819345578,1704.34486001458,35.2699870232689,1.15465812955689,0.064629509412664,0.016666558804445,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
12543,12549,558164,558170,2002.68295572365,2002.69128894386,20.5845882335955,0.718853786928902,0.065357125234863,0.008333220213899,17238,230120143,25,"01_12_2021_17_05_17",22.78788956,1
16904,16908,542156,542160,1980.44992204502,1980.45547753745,17.8383803993876,0.684615902727671,0.065419173920819,0.005555492429721,18209,230120143,24,"01_12_2021_17_05_07",21.876106551,1
2088,2095,546553,546560,1986.55678553624,1986.56650762425,24.2981508526485,1.09834298845458,0.068935237484006,0.009722088007948,17238,230120143,25,"01_12_2021_17_05_17",22.78788956,1
7446,7460,335831,335845,1693.88660634216,1693.90605064345,24.9905621819246,0.950055186178209,0.069114511978157,0.019444301287649,18252,230120143,14,"01_12_2021_17_05_12",25.507975707,1
7918,7947,433445,433474,1829.46226971,1829.50254794584,72.0796027665364,2.14435542410372,0.074854322191559,0.04027823584056,15580,230120143,19,"01_12_2021_17_05_11",21.722319179,1
36,44,442880,442892,1842.5666053053,1842.58327214879,42.4241107671688,1.07590104207709,0.077162425858759,0.016666843483336,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
12924,12931,438508,438515,1836.49430113546,1836.50402348539,25.3782454956065,0.756595188098676,0.079862554831243,0.009722349923777,15580,230120143,19,"01_12_2021_17_05_11",21.722319179,1
8196,8205,552802,552811,1995.23584057005,1995.24834042155,38.9467646294623,1.1925434311561,0.081894293595883,0.012499851496614,17238,230120143,25,"01_12_2021_17_05_17",22.78788956,1
5757,5767,468900,468911,1878.70585966681,1878.72113756372,31.7683707550768,1.26607433747963,0.083134334997174,0.015277896914995,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
1550,1554,507621,507625,1932.48509404372,1932.49064957056,19.4610008622027,0.74449636996944,0.083189929499872,0.00555552684159,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
6749,6760,449676,449687,1852.00560417051,1852.02088213718,28.6727126553319,0.816794773481678,0.083931110946159,0.01527796667051,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
6010,6022,512756,512768,1939.61700237748,1939.63366896149,42.4138241184884,1.15297587524397,0.084214246639273,0.016666584013365,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
10074,10078,380326,380330,1755.68509427828,1755.69064985706,15.1038709584444,0.583718573942422,0.084658244589434,0.005555578783515,14650,230120143,16,"01_12_2021_17_05_05",15.908591995,1
13264,13275,457378,457389,1862.70294148968,1862.71821942349,50.308431284987,0.915250109579198,0.090152452755775,0.015277933811149,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
1890,1897,507961,507968,1932.95731383092,1932.96703600312,30.8116616484456,0.983232911346074,0.097397546491478,0.009722172204647,13858,230120143,23,"01_12_2021_17_05_07",17.653650929,1
7022,7037,570748,570764,2020.16049938594,2020.18272134272,75.0649950614269,1.98793287326584,0.098041171773397,0.022221956774502,16933,230120143,26,"01_12_2021_17_05_13",20.016147374,1
14703,14708,539931,539936,1977.35968030226,1977.36662466398,20.3799501189382,0.651309500719121,0.099333698875983,0.006944361724436,18209,230120143,24,"01_12_2021_17_05_07",21.876106551,1
17987,17996,482245,482254,1897.24068458528,1897.25318464464,41.2581213599538,1.07590713974705,0.099952782006701,0.012500059362765,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
9896,9910,474068,474082,1885.88368653748,1885.90313106499,46.8761199995193,1.19871282902666,0.101445011780506,0.01944452751377,18374,230120143,21,"01_12_2021_17_05_10",20.424789974,1
14385,14393,365299,365307,1734.81420897432,1734.82532009864,33.8261843997418,0.741178079557969,0.103426779285259,0.011111124319541,14950,230120143,15,"01_12_2021_17_04_55",21.343846279,1
5037,5050,568742,568755,2017.37442284638,2017.39247817027,36.290742638919,1.1042000255803,0.103770821745154,0.0180553238838,16933,230120143,26,"01_12_2021_17_05_13",20.016147374,1
4860,4868,447767,447775,1849.35418302825,1849.3652942726,38.6114452751543,0.925542920304543,0.109056995426269,0.011111244346921,17625,230120143,20,"01_12_2021_17_04_56",20.93716429,1
