tstamp,nspots,hem,nflares,c,latitude,mean_of_wtd_means,mean_of_wtd_stds,std_of_wtd_means,std__of_wtd_stds
2022_03_25_09_15_2022_03_25_08_58,1-3,bi-hem.,5-10,#CC79A7,45,0.09738131617550429,0.10428722993314553,0.0033853740296947744,0.0048803468757250175
2022_03_25_09_15_2022_03_25_08_58,1-3,bi-hem.,5-10,#CC79A7,50,0.09752199399359258,0.10392428101458771,0.003096304800716688,0.004609452610272249
2022_03_25_09_15_2022_03_25_08_58,1-3,bi-hem.,5-10,#CC79A7,55,0.09631003681147775,0.10036710773019811,0.00309186524514597,0.004723724878855286
2022_03_25_09_15_2022_03_25_08_58,1-3,bi-hem.,5-10,#CC79A7,60,0.09621180392660138,0.09890712841398326,0.00294121382765208,0.00461283115919436
2022_03_25_09_15_2022_03_25_08_58,1-3,bi-hem.,5-10,#CC79A7,65,0.09575391875577098,0.09834576801682143,0.003005859006742915,0.0035490607353654423
2022_03_25_09_15_2022_03_25_08_58,1-3,bi-hem.,5-10,#CC79A7,70,0.09475305605371963,0.09577268776101684,0.0027598991586386817,0.004237544983608742
2022_03_25_09_15_2022_03_25_08_58,1-3,bi-hem.,5-10,#CC79A7,75,0.09491162684583684,0.09335543700920326,0.0024539058373644787,0.0036207206570330656
2022_03_25_09_15_2022_03_25_08_58,1-3,bi-hem.,5-10,#CC79A7,80,0.09445747146995848,0.09236445970792122,0.0021820587560237976,0.00271639317895251
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,10,0.12056106534299044,0.13516881587500248,0.0029723202444655273,0.004789119499938462
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,15,0.1189236498979554,0.13202394729268158,0.003563080552999688,0.006380631932643553
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,20,0.11851546631979973,0.1299944147376238,0.003405472377206246,0.005868637665606358
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,25,0.11897146854578973,0.12952042735872857,0.003471287295276326,0.005776441517821951
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,30,0.11757629153318133,0.12646773513769535,0.003867272616529886,0.005531612111695621
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,35,0.11666548889031521,0.12444374842812396,0.0042358746918904405,0.005672229635593842
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,40,0.11570637495664332,0.12137198498096172,0.004815871317238239,0.006630854315108259
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,45,0.11529854722077192,0.11864869256642417,0.003173323676330801,0.005346361222101417
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,50,0.11419893742243636,0.11664220627412651,0.003905811306573371,0.0043872971835428294
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,55,0.11437128504124226,0.11646260909405175,0.0036527589341051932,0.005382563644048844
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,60,0.1142759231008713,0.11507708709942216,0.003923318857984243,0.00528577639483382
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,65,0.11434552617507641,0.11315455206384235,0.0028568289422216645,0.0031543877002373
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,70,0.1129235080187201,0.11105094233916296,0.003812597153901697,0.004278240788619696
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,75,0.11212942407864394,0.10963121798586285,0.002645765861177939,0.003614856291379127
2022_03_30_22_17_2022_03_30_22_00,1-3,bi-hem.,4-8,#CC79A7,80,0.11279606365109204,0.10861314840391226,0.0034597926151308657,0.004729676902975359
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,10,0.16296959823710588,0.16366407206413777,0.006251472337153575,0.0075099895584596855
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,15,0.16056412032328085,0.1611576394864128,0.0065521365675162545,0.007781260793790186
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,20,0.16074553931098687,0.15937724324526586,0.006890155287289431,0.008783836658923858
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,25,0.16121755045109498,0.15856584306373203,0.005913651534177492,0.007745274103654968
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,30,0.1602744124925245,0.15716148809703276,0.00510325164966191,0.00641364912050437
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,35,0.1606553373578891,0.1552258424923398,0.005935835582394094,0.007826298278253097
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,40,0.160507847249971,0.15433717725446736,0.0071606685840536685,0.006773626199730492
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,45,0.1585343999807024,0.15161965694955157,0.005567633481517683,0.008449854782886922
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,50,0.15992697605652387,0.15061074467819952,0.00577904434871004,0.006641394497985073
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,55,0.15811007836105542,0.14912627622478125,0.005150522551605935,0.0072029403766481715
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,60,0.1587155474601199,0.1491475626453214,0.005896200823754952,0.007052571236878566
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,65,0.15978615325914072,0.14909248986468243,0.006341182751590528,0.007645811453142134
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,70,0.15822533654264212,0.14668093438643837,0.005979561254415494,0.005734225788951623
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,75,0.15809137963119016,0.14691390454779218,0.005678030906006811,0.006934361526997149
2022_03_28_22_09_2022_03_28_21_53,1-3,bi-hem.,2.5-5,#CC79A7,80,0.15786308043655348,0.14561489059865776,0.007475658659564282,0.007193241293742945
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,10,0.18384129389462756,0.176235924060543,0.007983733485410118,0.010123321031478966
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,15,0.18564210764939026,0.1774825134539279,0.007380868419898769,0.007796193274107686
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,20,0.18516577951352878,0.17737560326983293,0.007568956041520192,0.009483172135983996
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,25,0.18607977562064876,0.1740115147717625,0.006941191065342927,0.006675596955829697
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,30,0.18344698121309552,0.17203089613124184,0.006764848795277477,0.006858234209006537
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,35,0.18375268567189695,0.17181865751227154,0.00654150514664765,0.005801923323630368
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,40,0.18475027377237901,0.17277619714990014,0.006431343975101012,0.006517738104252936
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,45,0.18472803814027927,0.1692321836843857,0.006152091632866181,0.006886280512214559
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,50,0.18136029803699155,0.16510591055043478,0.007678978276177485,0.007474351428589293
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,55,0.1839771794730147,0.16826184712564413,0.007292295946613127,0.007902921444894748
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,60,0.1827476534867403,0.16709606467554866,0.007022346511098145,0.008016709499304818
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,65,0.18246153446491203,0.1656568427425164,0.00698182059808627,0.0064958113422828355
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,70,0.18314270922931145,0.16380139089497645,0.0073461581399004066,0.010526001250359348
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,75,0.18443789301012298,0.16689798655968785,0.00596289906339357,0.006247703361108285
2022_03_31_08_25_2022_03_31_08_09,1-3,bi-hem.,2-4,#CC79A7,80,0.1835670152429002,0.16323924233608564,0.00663221649320494,0.008931104744837028
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,10,0.2594890277899246,0.21371320751271386,0.01511037026077536,0.011207442580134223
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,15,0.2596169066071482,0.2150248323062681,0.015798774310371813,0.010007357940544824
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,20,0.2652191867419216,0.216837875596756,0.01558894628022591,0.012386691769762455
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,25,0.26403182557012855,0.21301664892680494,0.014445994231291,0.012073147820374568
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,30,0.2598510275009506,0.210408361873689,0.014843332777090221,0.011359234895686247
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,35,0.26004484525511223,0.20933233913385865,0.01461344505746637,0.01283539879813372
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,40,0.2607586463567054,0.2109908463242443,0.01211945491718318,0.010257153122566354
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,45,0.2617934920176848,0.20897180904316257,0.013216954902246468,0.009582362445414954
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,50,0.2575559313608382,0.20851103912498503,0.012538896255121978,0.012578081077893379
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,55,0.2625031118754004,0.20898043267984615,0.015623683826138424,0.013175799807586396
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,60,0.2655438384930967,0.21080266950796864,0.01592330278848458,0.011983252835313297
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,65,0.2626618710694727,0.21067395443903286,0.013724776374077203,0.012173811697266508
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,70,0.26699992756166113,0.20821949827131334,0.011390118185012241,0.008096029501155205
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,75,0.266978254845775,0.21126421614822305,0.008908732237358438,0.009252317851716317
2022_03_31_17_44_2022_03_31_17_29,1-3,bi-hem.,1-2,#CC79A7,80,0.26865798924843987,0.20970664486783094,0.011732867672443423,0.010053615960355226
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,10,0.034715330485904125,0.035875207276036304,0.0005405156067527515,0.001538900066428716
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,15,0.034785584467991355,0.03552661909852546,0.0005857472215166247,0.0015700795882596724
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,20,0.03475402337855007,0.034898221552507686,0.0006152834357308022,0.0016929106695860957
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,25,0.03483756059251692,0.034593827799076896,0.0007084181434161438,0.0016280174890475774
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,30,0.03483980214491353,0.0338442685155807,0.0005853047236339256,0.0016647137247686756
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,35,0.03471033988214467,0.0335767536670342,0.0005635630066825176,0.0013944257399371562
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,40,0.034835426669684026,0.033568853665332486,0.0007184450703398865,0.00193316648289874
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,45,0.034837439022034546,0.03302616872610574,0.000622915187614137,0.001782526279520757
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,50,0.03473205066064417,0.03224864482766972,0.0006698379765069342,0.0012730247175923631
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,55,0.03487022671842472,0.032408759242902416,0.0005839488319794189,0.0012712793464777666
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,60,0.03476463276511287,0.031812429325057096,0.0005053734779451233,0.0014638625534747502
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,65,0.0347155613447665,0.031297328402661785,0.000688041525126773,0.001585668011868324
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,70,0.034699501157190886,0.030655749053040037,0.000705768694289511,0.0014365263282877874
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,75,0.03446043071023693,0.029809212938743224,0.0007905997981292349,0.0013079311800316242
2022_03_31_18_11_2022_03_31_17_47,3-5,bi-hem.,15-25,#230072B2,80,0.03436668865701705,0.02946905510843139,0.0006903204401887482,0.0014144642899849285
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,10,0.04733472820508224,0.05033795695263872,0.0007871261722683821,0.0015785673683984631
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,15,0.04734980585228719,0.04957697469876309,0.0008102702483609115,0.001792150606454233
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,20,0.04731181346303799,0.04910075911719518,0.0009848818915628406,0.0023732002652809086
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,25,0.04692144546452031,0.047980307431527675,0.0009210203861167523,0.002104796245974941
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,30,0.04690994654131291,0.04726403992338814,0.0007336771083748265,0.0014970868702261942
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,35,0.047007122703537275,0.047527400570594194,0.0008608422752623317,0.0016102932612605781
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,40,0.04699172212672974,0.04720457709010055,0.0009043684389801526,0.0019073939924086453
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,45,0.04709473613347352,0.04677881914205832,0.0010329115239625175,0.0017896067314668801
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,50,0.04665065837053487,0.0457005118876741,0.0011272951259817879,0.0018337299309887957
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,55,0.04686387253384881,0.04588262313959516,0.0009174695165075598,0.001734581431059984
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,60,0.04644451212261322,0.04472035603158917,0.0009630228149426666,0.0015361718373879353
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,65,0.04681314699682122,0.04470090889543386,0.0013943449572761692,0.0017230534099497551
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,70,0.04654902404366578,0.04414467168001382,0.0011255076560649567,0.0019434353922278549
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,75,0.0465170525326772,0.043796558242483914,0.001280736386826492,0.002179980383799677
2022_03_31_13_46_2022_03_31_13_23,3-5,bi-hem.,10-15,#230072B2,80,0.04664324341779326,0.043438478744076456,0.0011206662530752495,0.0017177072217692052
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,10,0.06875592347680244,0.072963333358614,0.0014342206563518521,0.0026897126185710728
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,15,0.06894331020413685,0.07236310781064081,0.0018345871228999068,0.0032177016504333945
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,20,0.0688066073876065,0.07201829581331728,0.0012638700996648183,0.0024615038337712637
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,25,0.06835882293153199,0.07170247268103254,0.0015412770250106162,0.0026003386587669097
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,30,0.06814914496563199,0.0701315333096384,0.0014323055504436644,0.002324955940512499
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,35,0.0679216332471714,0.06903061845947696,0.0012534741864734294,0.0019877354710341934
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,40,0.06828821378974594,0.07004664187651297,0.0017048837763442267,0.0031029343085868387
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,45,0.06803518177049309,0.06852274232429584,0.0017585373024345847,0.002695987447985783
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,50,0.06813574646248591,0.06880093258050375,0.0015879009134043694,0.002705605289914381
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,55,0.0679882977514237,0.0689462997768036,0.0016763406355253484,0.002406180674735748
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,60,0.06723050061649452,0.0665295418659052,0.0014947804906259145,0.0022503551719050413
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,65,0.06759409769695447,0.06721104062014131,0.0016402274845072381,0.0026315580992119594
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,70,0.06713380702078946,0.06673651176584536,0.0021252064769497056,0.0029691386579778216
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,75,0.06722934111723093,0.06623118286586335,0.0020663059377815833,0.003132290900041571
2022_03_28_21_18_2022_03_28_20_59,3-5,bi-hem.,5-10,#230072B2,80,0.06688533563865251,0.06483024620493584,0.001900400605478915,0.0028610998405836185
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,10,0.08780856653058734,0.0907980497435753,0.00195416301657607,0.002696344159452574
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,15,0.08695386701209724,0.08908643640025442,0.002142586728285808,0.002805402445076831
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,20,0.08648986931653498,0.08880436671210293,0.002086300170791393,0.003648267435695866
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,25,0.08682440095654566,0.08842477280012266,0.002358506810748863,0.00331752813784666
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,30,0.08706839416511046,0.08818125728541922,0.0024692187250869003,0.0037159118331401273
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,35,0.08667813964261606,0.0871036201927592,0.0024869540766505483,0.0035683703652623277
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,40,0.08673983204401292,0.08730176327897775,0.0023165952010386084,0.003561373609958492
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,45,0.08643468637812653,0.08649373387629834,0.0025941823965316226,0.0038022994586296697
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,50,0.08579897551302103,0.08559645693311965,0.002150303101311627,0.003359989926155084
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,55,0.08521649236005668,0.08515924172389251,0.002042708158375893,0.00293863682446597
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,60,0.08540936441250473,0.0851185325919092,0.0028424056134224644,0.0031713143478458573
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,65,0.08446009123912818,0.08406416677905561,0.0019828457803506404,0.0031215250095990295
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,70,0.08520907317646098,0.0835878069002485,0.0021935197880585755,0.003313654583045975
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,75,0.08550052086967211,0.0842161823420201,0.0021068683184214815,0.0029114870821218115
2022_03_31_14_33_2022_03_31_14_13,3-5,bi-hem.,4-7,#230072B2,80,0.084911009258113,0.08362454427903866,0.0020396582796031243,0.0030828025523367093
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,10,0.11759656519285054,0.11685887236061038,0.0030552173865191117,0.004379626383646685
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,15,0.11648736781986271,0.1158764342306234,0.003482861640881655,0.004376671709681023
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,20,0.11557211411713106,0.1147808981174473,0.003030982375160439,0.004005049284043966
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,25,0.11656983258304997,0.11444921346635936,0.002661653301936968,0.0036159230991298554
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,30,0.11446976061299358,0.1127643052627552,0.0036043950751794224,0.004958117161907014
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,35,0.11622149165572775,0.1155416980515673,0.0032989313346316667,0.0054807180422495145
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,40,0.11485922499606682,0.11256566348135304,0.003375483148060361,0.004960338984683283
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,45,0.1143265450292853,0.11079662745662296,0.003315420393071336,0.004190302235554721
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,50,0.1145366364332288,0.11151432197148967,0.0030033549979956954,0.005149184978133313
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,55,0.11480095353498651,0.11245224158036889,0.003541441673211265,0.0050210649167122786
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,60,0.11355195188264482,0.11044573015160833,0.004432290031733662,0.004329776594230686
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,65,0.11352805421089093,0.10887671549046221,0.0034376982315394338,0.004456884299537576
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,70,0.11377385297895728,0.10990586278535201,0.0030545883840940847,0.004154089861822126
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,75,0.1133928317504351,0.10942604182791789,0.00350376548794041,0.0044872821514770735
2022_03_25_09_55_2022_03_25_09_36,3-5,bi-hem.,2.5-5,#230072B2,80,0.1136232361582704,0.10931224690378534,0.00422220993723203,0.005402208839906666
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,10,0.13756086212912227,0.1319609345835618,0.004356899048057086,0.005992687798613573
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,15,0.13827745174052922,0.1335509637951036,0.004363150127588515,0.0053036926722131
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,20,0.13596291025239368,0.1315307015238837,0.004789698219347786,0.004861074387638077
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,25,0.13719099328062065,0.13202754718189552,0.004114077763243466,0.005108470326483846
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,30,0.1357807234200014,0.12808163357969263,0.004113519900374834,0.005136645555582992
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,35,0.13724651073349634,0.13177288723378144,0.0036738979328349826,0.0036495466160880647
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,40,0.13728765415354022,0.1317106015393824,0.004545454696938832,0.004806964559406005
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,45,0.13516995182913838,0.13041545322646098,0.003593247565040952,0.004872527672533561
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,50,0.13443434615996594,0.1280824550418235,0.0028097108016324826,0.0038810598024676484
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,55,0.13450428100705183,0.12786172728133857,0.003478131542769124,0.0036476907166409964
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,60,0.13456264298534437,0.126549840414006,0.004394786378248463,0.004884480400197104
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,65,0.13445093700920072,0.12714306589065638,0.0034185367125443827,0.005156528146500946
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,70,0.13367530536429748,0.12524643734787178,0.0038904089477253137,0.005740559203988964
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,75,0.1341603764281237,0.12737737108242092,0.0041678988530080875,0.004889243113746885
2022_03_31_15_00_2022_03_31_14_41,3-5,bi-hem.,2-4,#230072B2,80,0.1341538667250213,0.1268857464372434,0.003790827384870045,0.005006247977341398
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,10,0.1867706466306366,0.16954789069933146,0.006705266587541173,0.006514684500547786
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,15,0.18558464374241807,0.1668925020074689,0.007220568464675264,0.006225721118580771
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,20,0.18529886185066885,0.1662153632333154,0.007194858792158487,0.006822097826118233
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,25,0.18426072110213987,0.16611178564033674,0.0045509951070315914,0.006231827473997237
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,30,0.18276524385428575,0.16348702701370338,0.007070592216036553,0.008225753918362156
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,35,0.18494644214890002,0.16516885610573015,0.006768068684982461,0.006331615351451473
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,40,0.1847845049225459,0.16629947932625427,0.006067465295727726,0.006522743634066041
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,45,0.18261427862961,0.161845658861482,0.005441454547242502,0.00578031712081504
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,50,0.18485994167523925,0.16379537531742405,0.006515901913922148,0.006115678627176007
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,55,0.18353190257801105,0.16256180785601623,0.006952421034412354,0.008111883612796812
